review_id,user_id,product_id,avaliacao,texto_da_avaliacao,data_da_avaliacao
b0c40fee-9127-4254-856c-81560065f35d,f2d45ba4-5127-4cf8-aa22-33afaa9a569c,12e03d9a-3c91-4a00-81af-acd020145ca3,3,Qualidade razoável pelo preço pago.,2024-01-23
988b2292-5c71-4f92-b39b-2bbe5c0fb364,7226728c-6a88-4ad6-8bd4-5277a0788781,72fde161-b85d-4ed7-a6e2-e853dc3a94f7,1,"Péssimo atendimento, não recomendo.",2024-03-14
0d18b8a4-abbf-4361-8d7a-05eef44fb99c,a51473d3-5cc0-44e5-87f2-e4e09bb0976f,1e65229d-ee9f-49e0-b4e7-d6b5bb1a0a68,4,Produto bem embalado e chegou sem problemas.,2024-01-02
e32682ee-433a-449e-bac5-7819bda875b5,c8cb7aa2-89b3-4c79-b115-311b734ff0fa,02364a80-2fd9-41c6-ab10-3c3a2c32e06a,3,Qualidade razoável pelo preço pago.,2024-03-28
fd504148-1631-4e53-86e6-bd0b942897bd,00424b24-0dc4-4dc9-b518-324ff26b3521,00bb962f-395f-4d42-81fa-098170387ce9,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-01-20
a9ba7df0-54a9-4a75-888e-4fc8a4456608,9c10ef42-7675-48a3-ba20-87519e00ef84,23aff711-43a9-4ac1-a4e2-0fa19e63e2b8,5,"Produto maravilhoso, superou minhas expectativas.",2024-02-15
e62755bc-15aa-4444-b2c2-f73d9bdb178d,f3912c89-f05b-4fde-bfa9-b74249952093,25ac3ac7-80b9-45f5-8fb4-08a43822bda7,2,"Produto atende às necessidades básicas, mas não impressiona.",2024-01-17
723c3da8-18f5-4259-949a-55734c6de842,7577d9c5-df54-4e58-ac74-f5ee2b29220f,1c8d29a8-a178-4799-9422-68692760f4ac,4,Produto com ótimo acabamento.,2024-04-29
face602e-6b83-4830-8e51-337be907a09a,7604471c-e37e-4cce-9e46-045dca07e7ed,7cda9a18-cc2c-4578-bf91-7461cd5d60d4,5,"Produto incrível, vale cada centavo.",2024-01-08
f5bcb3b6-543d-46dd-9d81-18fbd6305876,133e4079-6828-4c01-bdee-3548a9f45b6b,44ed64ed-84b5-4b66-ab42-335e2a1a5cd7,4,Produto com ótimo acabamento.,2024-04-14
5d421811-4725-4579-b83f-4b39690e00cb,e99f3e5e-2710-43b2-b999-643447b40e4c,65ed3e1c-d60d-4701-ba87-758294ec7895,2,Entrega demorou mais do que o esperado.,2024-03-03
4676a68e-0a8f-40c5-8597-b2816841210e,b4145ab7-45cc-40a9-94e7-9ea1c1b05562,f596259c-ef9d-4512-8e64-59de99429f35,1,"Produto veio com defeito, não gostei.",2024-02-27
ffac80d7-bc76-4687-8b4c-55fd63177b80,a872b2a5-1b82-4735-bf23-61a0c9e6c0d7,d4abaa93-9430-4bfc-8353-059347f13330,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-01-13
2f8357ca-2fdf-42d3-b390-e6190e47144a,a79a1053-f8c2-4f6f-9831-176be647028b,90574feb-710a-4c42-9b39-cb93f60a1d36,2,"Produto atende às necessidades básicas, mas não impressiona.",2024-02-06
3022ef92-df7a-4451-87e2-8f6e644a5c25,e88db2b9-3815-48fa-a313-345b3c9fba0d,28fdb5a9-8a6b-41cb-b3f1-68a43556b4eb,2,Entrega demorou mais do que o esperado.,2024-02-28
23ce7d70-e3ea-4af2-b167-9afbfa7c56a7,582ec560-f5d0-4408-aa0e-59160f746a96,43a5df84-8eb6-487b-a9be-8f866f712c69,3,Bom custo-benefício.,2024-03-05
434c53c7-8275-4f74-acdd-006b3da73cfe,f95dc9cb-5739-4096-bbc6-12bbce45a82a,7e4c9443-4011-4136-b41a-2937f991e6d0,4,Produto de excelente qualidade.,2024-05-13
ffbc7278-9f28-4a84-8d02-e126ae45f3d5,b6503977-af22-4bf2-8d98-3e5090144c90,9e62cc36-ab8d-4640-94ba-fa8e7637a3c2,5,"Produto maravilhoso, superou minhas expectativas.",2024-01-08
8089a565-54af-4844-84db-ef7862603f3d,c16372b5-8278-4cd2-8499-1060c87a303d,5cf1f7d8-3440-480f-ae99-587b9e38ef06,3,"Produto razoável, nada de especial.",2024-04-05
85b77fc3-a3c2-4d19-ad16-278c3e03c76b,2f0a055e-7ad8-43ec-aa68-1b52c4af19de,e6cad73b-ef67-4818-863c-24ffa9bd03a2,5,"Ótimo produto, recomendo!",2024-01-22
72e610c3-3447-416b-bbf3-7ef979f8ee7a,f1dbfd71-fb57-4c89-a446-1ef96468314d,8ec2d3d5-f57c-4951-8ad8-8f91f68d516e,3,Cumpre o que promete.,2024-04-30
eaf2f0e6-dd12-4b4e-b734-b099d5e8ac30,a7603fd8-d63f-4f68-92a1-f00947806b10,accdb7bf-bee4-48c7-a64f-1281a50d23de,1,"Não compraria novamente, muito frágil.",2024-04-15
8fe03d5e-f56e-4bb2-92ca-6879106f9c2f,c79e0980-7732-48bf-84e2-0fe904c7d894,25ac3ac7-80b9-45f5-8fb4-08a43822bda7,3,Bom custo-benefício.,2024-05-12
5c20913b-9544-4ffe-8bb1-25a5ede8ba39,657cc495-8309-4b49-a850-a9289e74319e,8c8bb042-dc59-4d8c-a5d9-9cdc9b14a38d,5,"Produto incrível, vale cada centavo.",2024-01-24
1c8f3000-4bd7-49e2-b211-13fe8a14a703,444d7da0-02d4-44d9-937b-a39fdd27da64,6ab6c5ff-0b9d-4c5b-abda-b0db0a8a83d4,1,"Não recomendo, produto de baixa qualidade.",2024-01-26
a9a2d389-5824-47d6-92f8-e24ec2852f1e,c399684e-dde9-4e3f-aa2b-087fbb12645f,0393d7c5-1fb7-4968-ae6a-508f23965bd5,5,"Ótimo produto, recomendo!",2024-04-15
c19a7c3e-1d32-4964-ad2a-ae14063b7072,12a97ea2-eefc-47c4-8cf1-1fdcc41759b7,891461b8-3f10-4742-9f69-d47e144913df,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-01-04
22e2c06b-1489-4c10-b05c-a64002f69203,da570670-e9c7-4e1b-bd00-6d42f58bd7c8,4ef00d1a-22eb-40da-8b38-3e8d5993451b,4,Produto com ótimo acabamento.,2024-03-28
f52be9cd-c728-4336-a8c3-d928689cb4d0,c36055bf-a5dd-47e3-8400-4a6ec3be74e9,12e03d9a-3c91-4a00-81af-acd020145ca3,5,"Ótimo produto, recomendo!",2024-02-15
e54af330-84c9-4582-b471-26b91d59849f,a8c82745-031a-4d88-a85f-bcfac335e6df,9411e6a1-d6d1-4293-8134-b97d8e36391f,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-04-27
071a2c1b-fd3d-44a8-8a41-47401011c346,aa2095c9-d205-4292-8486-221c107c7b95,8eb8c7f6-2d86-4587-a851-0bd490201e52,1,"Produto veio com peças faltando, péssimo.",2024-05-01
4e671503-577a-4313-8299-f114059e369c,09b6a16e-69f0-4387-9bb3-019233c58c1f,85730d17-54bc-465a-abf5-8c6eb6c19487,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-05-10
9dc7db9f-5196-4a18-af6d-a70921df3557,ebac0241-71f0-475b-bc23-e0a1922d7685,852d6776-8ac1-40d5-b501-cce539648c35,4,Produto de excelente qualidade.,2024-01-29
3cce1df4-bb26-4972-ba75-15856cc6ec79,864a52be-e474-4156-b9f1-6fea11089cc8,655fabbe-879b-4a6b-8f8e-9ccf5e56070a,1,"Não recomendo, produto de baixa qualidade.",2024-01-14
216277a8-028a-4eab-8b39-6258059c65bc,9963e07f-a527-4ee5-9a31-8cc5cfc5056f,f0d52912-4c10-4066-8a86-34572baf883a,3,Cumpre o que promete.,2024-04-06
342e4551-17dc-49bc-8c03-79450cb7bdf6,2fc1a534-68a6-4251-aee7-882e352ff646,43a5df84-8eb6-487b-a9be-8f866f712c69,1,"Péssimo atendimento, não recomendo.",2024-03-01
a9d0b077-2f14-4134-941b-c7ca6c37c5ec,45e62420-5cd9-4c19-908e-8ee73e53e105,d74086eb-abb2-45b4-b288-e6a6be85aeee,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-03-22
03d513d4-9c7f-49e9-8633-4bfb194d0e6c,6e30f503-dbb7-4cb0-bb60-b71de4402f1b,7251c8f6-d090-4f0c-8f47-6523bd159423,1,"Péssimo atendimento, não recomendo.",2024-03-04
582ca699-4d2f-4402-8823-95a7e0e6f27f,a6733d47-104b-4ffd-8457-5fe0c5f6a6e7,ce078d65-59ee-459b-950e-4f7226b2ac29,5,Muito satisfeito com a compra.,2024-03-16
d20ccfcb-3124-44b8-a323-635b0d22119e,59ca9e81-ca86-4fa3-97a2-580f203b3e7b,b2a49734-6ede-4d46-b53d-272b71d7a40c,3,"Produto razoável, nada de especial.",2024-05-01
97172479-9380-40eb-9a74-9af1508dc641,210fb09e-371f-40da-8e42-61de10c93dec,eee22065-964d-4a4e-b5b3-05d2e21e6558,3,Produto atende às expectativas mínimas.,2024-03-25
38ff14ff-6654-406c-a002-26735870667f,f05c5c32-c338-4678-841c-394568e485e6,95b94ebc-3a05-47be-954c-0c806f897c90,4,"Muito bom, exatamente como descrito.",2024-05-01
b1b7a759-d0a5-4ac0-a99b-0df3f475482c,bb4ecb4a-ce62-4528-8729-68630f268e53,401f01dc-ecd0-49cb-a974-1deb283f8794,5,"Qualidade excepcional, vale cada centavo.",2024-01-20
5cfc34e8-0065-441c-bb0f-7753f48e4f66,6508fb91-a2d2-4f1f-be34-9bea9c00b870,404ce17e-95d1-4b93-8e97-6c9ea0e83d09,4,Produto com ótimo acabamento.,2024-01-16
35d401e2-dc0b-4734-a8d0-3a0e4008ba1f,7604471c-e37e-4cce-9e46-045dca07e7ed,7170f128-51cf-4405-b9e4-3fc1f89d2b67,5,"Produto incrível, vale cada centavo.",2024-05-06
9f532193-5981-4875-b115-cfe454a14cfa,f547a3f8-799d-4a2e-a025-48f7388c2866,655fabbe-879b-4a6b-8f8e-9ccf5e56070a,5,"Qualidade excepcional, vale cada centavo.",2024-03-17
d1dde8b0-8a00-4d58-8c84-3ce51578a716,f6ee5a91-f667-40c9-8f72-284ca7dfa23f,052c6889-cb15-4dbe-813e-ded1b6b01ec4,1,"Péssimo atendimento, não recomendo.",2024-01-18
e69ecba5-13a7-43d2-9245-c96d79827346,3dc5a81c-2543-4312-b4e1-e6b1561cdbf3,e62daef1-2e68-4a8a-99b4-66a2c542f4ff,1,"Produto veio com peças faltando, péssimo.",2024-02-20
592dfe83-f0aa-4a5d-b798-e9afbd370f29,8f31af41-efea-43e3-892b-718e8fdc0d05,94fa5490-6957-45f4-9cf0-fd2038cdd1de,4,Produto com ótimo acabamento.,2024-04-11
552545e7-25bd-4994-8345-549cf8d7c9ef,6550a969-4445-470b-8322-aa71b993a6c1,9dccdd8c-4dd0-44a6-b583-0c979b2f66ba,1,"Péssimo atendimento, não recomendo.",2024-04-07
e18c71e7-a79e-4d37-87bf-e8ff80d0b251,c7b89c5d-a9ec-4ec3-8e2d-bc6b8429bac3,95dbcc02-5aa8-4fc6-b152-ff100422b300,5,"Produto maravilhoso, superou minhas expectativas.",2024-01-17
18e2f1a2-2414-4206-a876-b4fc59d53985,5ff047e1-ea4b-4a19-9ba7-be6d6e5ec2b1,d6ae0091-c4e4-4013-bcde-a1d9254c0cdd,3,"Produto razoável, nada de especial.",2024-04-24
df573228-3acf-491c-a457-21b2ade3f461,58f02aac-6e84-40f8-b79e-55f039ab58ce,3d8eccc5-8115-4498-bd11-39903a09991d,2,Muito caro para a qualidade oferecida.,2024-05-03
40c12e67-3828-427b-a2dd-aae932846b39,04ca9d8d-a2e8-4c15-8a6f-96767e96d4c9,7804652e-20dc-4a47-b598-b6e226c3d650,1,"Produto veio com peças faltando, péssimo.",2024-04-01
0b75ef50-d67a-435a-8d49-225aee689eab,cc4b0a64-b6b4-4ee1-9317-bcc0f42e11bb,8b482da3-b7b9-4331-8413-70a85c1d4c8e,3,"Produto razoável, nada de especial.",2024-01-17
edd26265-29e7-4fc4-a909-6f003f487584,2ea3027f-94ad-42f6-adc8-aa6f2836cec6,c51d795f-b605-494e-8867-ab366da1b7f3,3,"Produto razoável, nada de especial.",2024-03-01
00efcd6a-9429-47ef-8e28-92ea0b6bfe5e,674e279e-5c42-47db-8948-f13431383968,621518b3-afe9-4b11-83c0-651fd918520c,3,Bom custo-benefício.,2024-01-14
c3b7c683-e729-48ef-9241-17b967232fe5,4000667a-e1ab-4138-97f2-4d4df54a384d,c1ae568b-dccf-42bb-8999-bfbd792d8f6a,1,"Não compraria novamente, muito frágil.",2024-02-18
f83f25a7-374c-45f8-a437-b009a218597f,8dfcb09c-2ba0-48a7-833a-7db9689fdfe9,50345495-036d-429e-9dce-fd5a679dd91e,4,Entrega rápida e eficiente.,2024-02-01
d12120a0-1009-45c5-b125-be205b5b7e65,5745d6ef-034c-465c-a702-bab560918eb9,31a5d4a6-78de-4644-a721-58b3670f5af7,3,Qualidade razoável pelo preço pago.,2024-03-19
07462a48-69dc-40dc-97a8-e819bd561b6c,d75bc540-e47f-4cbc-b47a-10a903130f7d,4c097365-c194-4161-9d48-0fb6ee440897,2,"Produto atende às necessidades básicas, mas não impressiona.",2024-02-18
7ce0514f-6b36-4394-b6b4-b38b201e0568,74d483b8-cddf-4c92-91df-0641b0b5467e,b669cce3-79d2-4b89-8d71-1285ee4fdac7,2,Muito caro para a qualidade oferecida.,2024-01-13
2eb546cb-5543-4011-b25d-c122a950c544,80197518-23c2-4462-a1ee-b0b3d3f52da1,1a16b135-0be8-42f0-9053-ad6f64194f69,4,Produto de excelente qualidade.,2024-01-01
185223f9-9113-4f00-8baf-85e104965a07,44a5ccf0-dc02-405e-bb1a-9aa8aea828b8,793e8c95-aca6-40c8-8d79-e8190aca937d,1,"Péssimo atendimento, não recomendo.",2024-01-24
95f16302-a01e-4c32-95bc-673a40d17031,4000667a-e1ab-4138-97f2-4d4df54a384d,8a77e378-a016-4920-b428-81a7e35e6a2e,5,"Produto maravilhoso, superou minhas expectativas.",2024-05-04
00fdd879-85a6-40a5-bd20-806bcc24fea8,4d8dc712-f3e4-4b9d-a673-790bea7742c5,36a32512-3ecf-4279-8e8e-b0ddc7e966a2,4,Produto de excelente qualidade.,2024-01-26
92dc3138-ab9b-4908-aad1-688c87cf5cc3,8ec9c447-0b5d-4d73-98cf-a094ff1bc99a,66f15953-7af9-45ad-9c83-397d04914924,1,"Produto veio com peças faltando, péssimo.",2024-02-10
c529f1d2-f122-45fc-8b89-c5aa6d1bb069,e99f3e5e-2710-43b2-b999-643447b40e4c,e572dc03-53dc-465f-bce3-6b7213b84173,2,Entrega demorou mais do que o esperado.,2024-03-28
bd7d4bb0-919e-430a-bcf1-3d737c6d9167,667057f3-4c0a-4641-b426-1f8434f64e2e,9cd91191-c232-47e2-a337-b92cb880cfb4,1,"Não compraria novamente, muito frágil.",2024-04-28
2d576993-5112-49fe-bd66-9d38d38e4ed9,f6ee5a91-f667-40c9-8f72-284ca7dfa23f,583a2ed5-6ede-4680-ac49-ff6a2c9cc2e5,4,"Muito bom, exatamente como descrito.",2024-03-14
56799993-07b5-43a6-a54f-45561c33f5ab,a3066e28-4d03-441b-9f5f-fea881ff4fd6,72ef7390-2a50-4aa5-841b-0d7646097159,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-04-01
4caf7b8e-516f-49dc-8090-6e4bbab30e1e,60e9f7a8-0c69-46f7-ad24-5850cb269611,e13a2071-4c41-4659-a45a-d1e5280e4955,3,Cumpre o que promete.,2024-05-10
ad8bb1a7-9ed9-45e5-a33b-14953b55642b,92c43a00-24be-4f29-8155-32e2c12739e4,4d9d74af-52db-4b7c-9809-51144130e354,2,Entrega demorou mais do que o esperado.,2024-05-11
75bef524-dd56-4553-8fd2-b49231963882,fdf556a8-6b80-4b42-80e8-fc7b2000ec6f,d327154a-9de9-4967-8f8c-09cc919a48ef,5,Muito satisfeito com a compra.,2024-04-02
3b9b0e9c-6dd3-4a10-89ff-6d26dd1cfa23,04f61a42-27e1-45d1-9955-73b047542849,794cc625-7b2b-4d20-ba5a-048a61dd9a93,1,"Produto veio com peças faltando, péssimo.",2024-03-16
f8e78e37-4c65-4fd5-b852-c3fd7d908df9,2530f618-3fe1-4155-8d80-f4ce4b6a6db8,cec3bcc8-6926-4655-b07b-a62532d7d7cd,5,"Produto maravilhoso, superou minhas expectativas.",2024-05-02
1adeb448-0998-4227-b424-d491870f9c7e,443fc2c6-c8e3-4728-ad73-b03c730f1c47,29d33c1c-ba23-42a1-8802-4edd2bbf47b2,3,Cumpre o que promete.,2024-03-18
f2184e64-07cc-4963-81e1-943a9ac6386d,37918a4b-4017-426b-add9-ccf80fb73ad9,ec7109e9-45cf-4e2b-b088-7739eaf1c777,1,"Péssimo atendimento, não recomendo.",2024-03-14
d3fc3cd5-8820-459c-9573-8d23b8b158e3,5318db0e-e441-4372-b012-1724a26dd38d,ed1d989d-4ca0-4f15-b873-023070ff10af,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-03-14
b8fd325e-ba7b-4e4e-ae86-b42491e867c0,e2c35732-dfe8-4888-b881-2316047e8afb,88b62ee6-8f51-4d0c-99f4-c996ad360057,2,Entrega demorou mais do que o esperado.,2024-03-21
23df3d9b-669c-4679-95b4-b5820ad7b9c3,f4a1b8ad-db69-401c-8d35-b120d55e1e99,9f17dde5-35b6-4052-94fa-5a4b2f26c3a3,4,Entrega rápida e eficiente.,2024-01-18
827d88b4-22f5-49ec-a607-20470c7368f2,50e48479-cb78-4744-85c1-569b76c29b65,75a1141d-5a61-42ee-aec1-de8fc6d55910,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-01-13
c5478733-4a99-4783-bba8-aeec179e0715,cdc29661-3b97-40a7-be1e-e48a57200f71,363f14d6-3ef2-422a-975c-29e807f5c3d3,4,Entrega rápida e eficiente.,2024-04-11
29893927-8e43-419a-8faa-abdfa8aad870,9716e5bf-2170-48bd-b1f4-cfb9588980a1,313deec4-bb19-419b-80d6-07129fd2db50,5,"Produto maravilhoso, superou minhas expectativas.",2024-03-30
4d6f143c-f5d8-4365-9ebc-f1aa4782a60d,2f0a055e-7ad8-43ec-aa68-1b52c4af19de,f7ca102f-9cfc-4d5d-be54-44842b4e2456,1,"Não recomendo, produto de baixa qualidade.",2024-03-28
9403adc2-06dd-4621-a82c-cb759a640ab3,58067068-9a60-4114-aa24-d732da9fb3ed,e764b80d-0bbe-472c-a953-06b1aa2cf45f,2,Entrega demorou mais do que o esperado.,2024-02-21
2328ef14-4016-4f7c-8644-569e6b278e5f,4d8dc712-f3e4-4b9d-a673-790bea7742c5,a0acd24b-85c0-4909-82a2-ab3b902d8c3d,1,"Não compraria novamente, muito frágil.",2024-01-19
ccdebc58-a06a-466b-91ab-96cdf9638e6c,1af860c8-e748-441e-900a-b7aa8c18305a,0393d7c5-1fb7-4968-ae6a-508f23965bd5,5,Muito satisfeito com a compra.,2024-04-03
782c7ad7-7a51-46e6-b444-2098aa1e23f0,0dee3b63-81c1-445d-a1ba-f595666d92f9,1a0de4bf-a5a3-47b4-bbe5-4675b11c84df,4,Produto de excelente qualidade.,2024-02-18
e5ef8ed5-aa01-457e-a18c-46c5b608e04a,8d1fba30-39fa-4d4e-b524-979008d61f33,7cdc8ed6-6c39-4ffc-95b2-5562450566ba,1,"Produto veio com peças faltando, péssimo.",2024-04-30
1751f6d9-ba4e-4678-a006-01664ad3db33,5facbe6b-b5cd-4c08-93e0-5de0afd8ada2,1dd820c1-0ca9-44df-99e9-d8bd3934dcf1,2,"Produto de acordo com a descrição, mas qualidade ruim.",2024-01-29
26fd2571-ece8-4bd6-8799-b96a295de29c,fca2f85b-fbe7-49c6-b6d8-2e46bf4397fc,73541a39-b93b-459b-bf5c-4f814c967405,1,"Não compraria novamente, muito frágil.",2024-04-17
5cceafc9-c070-43e6-a35c-d6feb207c4d2,47cd66a8-9baa-4aee-a838-46d845b5d6b6,d053469e-1f7c-4536-8658-614cd5bfdc3e,5,"Produto maravilhoso, superou minhas expectativas.",2024-05-10
02dce232-7531-4fc2-a297-63052bc29173,cc757b73-d399-4c3f-b973-fc7eeeac18ca,ed1a6564-a23f-4e8d-a3ca-9b229d739979,3,Bom custo-benefício.,2024-01-09
5036ec71-6749-4163-9a4e-ca60ca9f55f8,d6fa61b9-8254-41e0-9556-f5d02ea3de13,7533a94e-9f45-46fa-b1d5-1d42f19c8b03,5,"Produto maravilhoso, superou minhas expectativas.",2024-03-23
54186164-91a9-4455-958d-72c72ac7650d,ef12e536-0110-4710-9825-da0d1bc6945f,e1a931a4-66f5-4770-80db-a7d954329e42,5,"Ótimo produto, recomendo!",2024-03-18
030e7bd5-5fa5-4271-86c7-a56176ec3474,5b8378d5-d1a3-4203-b29f-2e0f782aca1f,c5cd35cb-79cb-4773-b35f-c374c083e29a,2,Entrega demorou mais do que o esperado.,2024-03-05
