transaction_id,user_id,product_id,quantidade,data_da_transacao,preco
d1cc1d8a-94c9-4597-9e5c-63159dedb820,302a9035-8fef-4a44-bc9c-999dc00e5dd0,922bdcf0-28f1-43f4-86ad-2c589617358c,1,2024-05-12,4931.74
fc9c459f-9058-4fbe-8bf9-e5fcb5056edc,63601ffd-148b-4c83-afb6-44d81ca2d51f,3c3ce79d-6b0c-4c7d-93fc-c8ab887389b2,2,2024-04-06,4413.69
fa0d26de-ed17-458f-a77f-2972863798c7,72a693bc-4247-4b7b-9950-bd9029ee18ec,93ea1001-460a-4ec3-a253-e49df3f73c36,2,2024-04-05,4779.95
7c782b1f-7e9a-4007-a8a6-52f631c88a02,f632d6e3-bd30-4b65-848a-cb1980ae458f,7f75479e-6b42-402e-8c7e-40a5656fa143,4,2024-02-10,2460.44
1abf9f4f-804f-42b6-b732-b7952e713457,f5ac7db6-3fae-46d1-9ff2-95977ce4a389,025bae99-9626-4f8a-b72f-ef19831acc20,5,2024-04-29,3853.38
559c492c-35f3-468c-88d8-a185a5df829b,183adb51-9287-4303-8352-1c6475a7fc38,03d54934-d0d0-4ee3-8d24-647aba30b7f5,5,2024-04-10,2387.9
6ab6f42d-abb8-4c02-9453-f7e02635e56d,087d5a29-7d03-494c-8831-9ad9fa60bfa4,5a280ce3-4ff2-4542-8e69-24e4395b5694,4,2024-04-27,4012.93
db5e6e52-e694-4382-9e53-a3a47db4cf4e,5af2dcbb-1335-43f3-bcd1-52809b6051d1,e2066c37-4117-4db9-9321-bea7b105a51f,3,2024-04-20,1814.96
213c68b3-ce96-4a21-a7b8-2f07919c1245,0d91e487-53d3-42d5-b16d-047b7a884cb9,07b42f43-e180-4ec8-b019-75973a786c7c,2,2024-04-10,1522.86
8669f6e3-116b-44c4-9dc8-ca6fcd868e35,4b24c1bd-e20b-487b-9b80-63fec9224d86,a40d4fe4-5d64-4811-af27-f65524fbfb04,4,2024-04-05,565.41
65fcf82e-e93e-4e95-bf66-0012a11d7daf,820008d9-2c04-47a0-a138-d346c45c66d4,01a65bfd-6b47-4cdb-929e-965d06915975,3,2024-01-25,2930.56
32a415f4-83a4-4b36-9c31-551ab00ce496,66264188-52f1-4093-8c0b-72568d8ba082,07721586-e56d-4181-8349-1bec44822211,3,2024-04-06,3544.48
c826a9b4-f076-4a31-8d08-c8727dc94a25,de7c9136-a8c0-4bb6-bb25-ca392641abb0,64349420-3b70-46da-95b5-da45c75779f8,5,2024-01-21,3014.32
cc2fd6f1-082b-4cc6-ae44-725a218c1da6,42729fee-e935-419e-ad6a-aa5cc8bdfa15,a40d4fe4-5d64-4811-af27-f65524fbfb04,2,2024-04-02,2221.88
c9820839-4f5e-404a-8ac1-96754e2c55a7,9fbc1ba0-5064-4848-9add-b68926f43512,ed454385-5ae9-4ba0-ac21-de6b2f4b64d5,3,2024-01-17,3925.19
d33a7bfd-8631-439e-a707-814f98d0342e,03c965d6-a937-406f-b754-fe6b136fb408,d1b32bb0-6438-4064-9cb2-bc3b921c1e73,5,2024-05-02,4464.54
b34c82e9-3ed4-47d6-91d9-7a9e642e05c7,6edea769-807d-494a-b9e7-e4130cad630f,ca452b3b-0c2a-4bf9-b0bc-b9410c35ad9d,1,2024-04-23,2562.89
d81cf2b4-7d1c-47dd-a417-e486fed5a659,f5ac7db6-3fae-46d1-9ff2-95977ce4a389,9858fd95-5781-4dcb-9618-ddb650843fa6,2,2024-04-05,10.18
d8f9db61-4881-4497-a72d-0868e08824f2,f5b0c966-f00e-42b9-8ff9-755e311155d5,bad2bfb3-8c2b-4f89-a2cb-3c118cba4eed,1,2024-02-08,385.12
953dd8fa-0a76-4566-a255-f2f0643e5b0b,3088ca91-09a0-4fdb-86fb-8b088d7622fe,19e19f1e-969c-415c-932a-a3e707ed0cbb,3,2024-05-12,1523.0
61f3f50f-b7a3-4bb2-96e2-eaa514528f54,5b0028cf-71d6-4a2a-a4b6-01613ee7d1b3,36aef35b-5bb8-4ab1-9a22-e0fc2ed352f4,3,2024-02-02,2326.63
b4220ce2-b755-49f9-b65f-a389bef88483,5ba3d914-ad40-4f3d-a091-37e1c9dcced7,12e03d9a-3c91-4a00-81af-acd020145ca3,4,2024-01-03,3914.48
f598c8c1-f7f0-4295-ae42-7b236948cc0a,ca51ccc0-c72c-42c7-8243-bf942ee90db1,3617bd72-0aa6-40ef-9e9f-3851123114a6,2,2024-02-16,848.49
a1602d1a-a08b-441c-ab3f-bc2e151ab6a5,818d172f-0f43-4db9-a184-6015279a391e,735709d7-0651-45b1-a1e6-9960f4cca0a3,4,2024-01-16,4117.55
9898300d-346c-48c9-ad2f-3aacc4543824,69ae4ae8-e9f2-402f-85ce-9f32c6e02348,02364a80-2fd9-41c6-ab10-3c3a2c32e06a,5,2024-05-11,269.16
2d5f3fbd-e0d4-4b22-9b21-4a9a3021e748,d5ef4dbd-f8ee-41fb-8487-cfe5814d6922,a2f394fa-c82f-4505-81f4-401784fb9d86,2,2024-04-12,3802.42
540eab05-ab3a-4d39-bc8b-a137700b4e03,c68613be-0bb1-4ea0-bfcd-64956856d240,4ecaddc6-8d56-4cad-af72-3f4fb089f6e0,3,2024-04-08,280.02
c6d26e75-a0a9-4e2e-8ecc-d9911c570661,bad95750-a61d-4685-93d0-9ebd9be19900,156b40b5-6e4e-4b3d-9ce7-2d799fd41216,3,2024-02-26,1668.36
81d2abca-b50e-4610-af5d-e8db2d3e9498,a2ca642b-72a8-4e43-91c5-d01222a46fc6,9cc102ca-9d1b-43e2-a054-1fdee15dab15,5,2024-03-13,2926.59
ec97cceb-ced1-4672-bb4e-4f391ee778b9,bd40b45a-e48a-4aaf-b525-0dfb8d27fe7c,a2f394fa-c82f-4505-81f4-401784fb9d86,3,2024-01-13,3869.25
c3104e8b-a006-48f3-8ecb-559cd44ca7ad,1fe10b05-53db-492e-a2f3-8213db333f6e,e5a60122-2d5d-4c6c-ba2d-fe57503c747a,2,2024-04-25,4648.55
845c1bea-0fe2-412b-82c7-6b8ee580606f,667e3c6f-7e82-4b2d-b761-e59b19ae4d2b,368e9ee5-9c3c-4b0b-bdc9-8d3902a0b0d7,4,2024-03-11,4883.52
46a2a02d-6a19-44b3-9674-e9e995541e0c,ec85b8fd-033a-4a8e-819b-ee480b6614c6,4db11bad-b517-4a1a-a022-89c02a00a77d,4,2024-05-04,2858.49
af863d35-9b3f-48d0-9401-dda85e566db0,6d3212e8-741b-43b2-a102-7264c15815d0,d04796bb-88df-4555-8faf-ed55ae702f60,2,2024-05-02,1152.3
f6380fed-6e7f-4d17-8055-4d2569da5b22,3d81aa8f-8447-4f5e-8793-e7c36f821375,c5cd35cb-79cb-4773-b35f-c374c083e29a,2,2024-02-07,2209.4
b5e3ca99-008a-48c5-8e14-8a365e776ac8,4017bae4-afe4-4238-8c5d-b989563e761f,f2eacbd6-cb1f-47be-b068-b2335566773d,3,2024-01-13,4855.32
ae814e4b-b2a5-4142-8537-036fdcbb1293,e5f3b65e-7187-4e93-bc81-e3d3abddb053,9c09f498-0d6a-46fa-be55-b287d380d1cf,3,2024-04-06,10.66
95701593-734d-442e-8eed-0b817e056e79,5b76e81d-9540-4fa5-a1e3-9838e40d06b1,bad2bfb3-8c2b-4f89-a2cb-3c118cba4eed,5,2024-02-25,171.84
c09f33a8-4278-43e6-9c7f-fc9f7eba9548,a79a78dd-321b-487e-a6ca-c28e1ec3b3d9,313deec4-bb19-419b-80d6-07129fd2db50,4,2024-04-09,405.56
997522a2-4187-40e6-9a0e-3bfb54c12aeb,807150af-9769-4fb2-90db-146c312a97b5,57ea35c9-a6da-4b78-8e48-5a770aa64390,4,2024-01-01,560.76
5565db46-b987-4d36-8606-fb8e89a30640,12316b7e-cf0d-4e42-92eb-3f32448f0510,f426fcef-99f9-4ce3-89e1-0a713fb8ce51,5,2024-04-17,303.43
164c55f9-7dea-4116-9ff1-9045ab0c8af4,336bdc93-807d-40ba-8ade-36362d48a219,86343e10-c517-4161-aa2c-ab7938b07257,2,2024-03-21,1991.28
af6ce17b-b5c6-41c3-8796-03f49c604005,862a6f58-2328-40ea-bf74-c96eb69968da,7804652e-20dc-4a47-b598-b6e226c3d650,2,2024-04-05,2589.89
7fa8df40-5507-401a-84ce-082a0113368a,fd7be68b-a6f4-4195-888b-d94fea851871,01a51561-79a3-4248-8779-183776e03a96,2,2024-01-03,4611.77
8689e4df-153c-42a5-b19f-74c2fb98e526,8f5b8ec6-70d5-4a0e-bd41-50dfd9ab0470,794cc625-7b2b-4d20-ba5a-048a61dd9a93,5,2024-02-29,2901.11
7cfef480-8cdf-4050-abb0-895d4bc2098a,ae08127b-a981-4a67-91ba-4d967d1fe583,97206aee-cd51-491b-a703-5472a15139aa,5,2024-04-27,1159.05
c9cf05c2-5238-4a41-a563-63a235138872,b9a43bc0-a15e-4c68-bcaa-844d5ceda38b,023ab9ac-1e48-42b6-992d-cc385c29f3fa,1,2024-05-07,4156.68
350eccef-08f1-47e2-a50a-80b8120da176,50e362f9-9888-4dc3-a0a4-d583c11b59b3,23844051-ad2f-4c5c-8dd7-999373f17ac1,2,2024-01-18,1210.87
cf147a96-cc02-4694-acf7-61cd3ea2c82d,9fbc1ba0-5064-4848-9add-b68926f43512,477955c5-f756-4d2d-99ce-8b46ad0b445f,4,2024-01-09,4206.79
0b624b02-d607-4090-bc13-82116d8a10eb,0e061e85-d5ab-4c04-9d40-3e15b23cf8bc,bff38198-1113-464b-97c6-b598ce64609a,3,2024-02-06,487.43
4098e956-cab0-4029-b0b8-4955390d797b,836dd70e-9673-4e0d-b62a-0b9213eb5ff7,07b42f43-e180-4ec8-b019-75973a786c7c,5,2024-03-18,2268.8
07558528-13a1-48da-b18d-2d651c1d94b0,abdc31fa-cecc-4077-957f-604d3388a1bc,e6cad73b-ef67-4818-863c-24ffa9bd03a2,4,2024-02-17,930.86
65086c8a-f5f6-481f-9db0-d04ce72fcc0f,48c64b34-49c5-41d9-b21b-f82b254dd25c,bfd68d5b-bf70-413e-bf31-cb11a2ff1d33,4,2024-04-28,3378.14
b99a427a-2dd5-4a0d-a884-b195d6a013fe,54897ded-612c-45de-afc3-df0840acb7ed,23844051-ad2f-4c5c-8dd7-999373f17ac1,5,2024-03-21,1235.05
87035b57-f80d-4fcc-b605-e55d09fdfc34,afdef445-f8af-4c85-afdc-d8d2e7d3e173,61e8f16f-1288-4ecc-8bb0-329f4dcef865,5,2024-01-18,4618.83
3075d007-a467-427f-ab4b-9e54499ca35d,dd40660b-81c7-4999-8740-34875abc3209,b093cb5e-7f85-4fff-be1b-477cc132090d,4,2024-02-21,4653.34
fb2a99ac-4169-4d1e-aadc-e915b5cac978,fd7be68b-a6f4-4195-888b-d94fea851871,313deec4-bb19-419b-80d6-07129fd2db50,1,2024-03-25,2595.94
b38f5e30-f08e-4e8c-8319-21330ff9e2cd,5b8378d5-d1a3-4203-b29f-2e0f782aca1f,a5c2243b-e6fb-419a-ac49-0fe508e84652,3,2024-03-13,2707.61
a3bb9899-dc99-48c8-b132-c72700562c19,2c75cff4-1e2b-479f-a745-b0282d7b9c24,189e72c2-c079-46af-b0ff-fe93f43f42f9,4,2024-01-23,4367.92
7b3390df-3218-460b-b970-0df852b5fe72,8dd33af1-62b7-4d53-bd8f-8a707f00a1b4,a0acd24b-85c0-4909-82a2-ab3b902d8c3d,1,2024-03-08,299.86
10299ff5-aef5-428a-9fab-2f2e7e25f736,48c2d91b-9022-4172-8f38-82e72d633fe9,7e355c79-414d-4f1c-ad84-b5a18bb8c1c9,3,2024-02-16,3560.92
ecdb0df8-af89-476a-b209-42658bb8c0f9,df0f5b89-12a2-4f97-9d5b-f3a04a3a2342,8ec2d3d5-f57c-4951-8ad8-8f91f68d516e,3,2024-01-17,4035.74
543d5592-1d51-41f0-9ef0-4f29b979efe9,f632d6e3-bd30-4b65-848a-cb1980ae458f,36e608b6-696c-41e5-a8db-c6aeedb49f85,5,2024-02-25,3230.37
2fcffbd6-08e2-4020-9a04-e71eed7f49d2,2d1c6672-c0b1-4144-8f0a-5bdff6c502f9,8193fe86-7ba7-47fb-a107-001553c02df9,5,2024-01-18,3536.11
daa56774-32d3-40d3-bc86-2d1b94cee63e,9ada75b4-cbdc-4d94-ab85-013f08a9da4a,04b2c49f-5a97-44c6-b836-0f7cb3d4fd1c,3,2024-05-04,4695.16
8fcf4d33-b6a8-43f2-b355-045ea372e511,130162a7-99b5-46f4-9639-6313db854a09,368e9ee5-9c3c-4b0b-bdc9-8d3902a0b0d7,5,2024-01-31,265.07
878ef29b-ae6e-4098-a356-c4017e050a1d,44ce9fba-3e85-4205-be84-6286d49b814c,0393d7c5-1fb7-4968-ae6a-508f23965bd5,4,2024-02-24,1479.99
7f6aabcb-8a37-4e42-91bf-81c96a1b5466,8f31af41-efea-43e3-892b-718e8fdc0d05,a0f0af38-3d32-49c3-aaab-c25b145dd10a,4,2024-04-28,234.14
eb548378-e488-4b3b-8f57-a7294395e4b2,5cd8beeb-750f-46e8-af92-23c935c28881,0d4862ce-6c01-4d5a-9e00-f7f99821473a,5,2024-05-12,2628.12
c8db4a7a-8281-4532-853b-071e1c24d8e9,3f284248-3ecd-46a7-bd01-fb7316ce9005,36a32512-3ecf-4279-8e8e-b0ddc7e966a2,1,2024-01-15,652.35
5d038266-285c-4a94-b99e-dc65a7b817f4,fec5d4d6-3aaf-45de-a895-316b2160ecb6,d04796bb-88df-4555-8faf-ed55ae702f60,1,2024-04-25,2415.83
622c9cb7-da00-40c1-acc3-15059369534a,7efba0c1-76bd-4a5c-a915-6946114ba3e3,12547ef5-5350-4d23-a157-2be5ab80e0b1,4,2024-05-11,3730.81
ef402081-77f1-4323-a50d-abcc1c419a18,d5e00dbf-aca9-4404-a219-377be4cfc74b,4cd526dd-4a80-4c7c-96b9-c2dcebda1c7d,3,2024-02-16,4506.95
3226e1cb-c985-441b-8d9d-ae6b3199fd3f,596d8040-c1db-4e2a-8b72-96f731d69a0a,8ab5f8f2-8d2c-4dfb-a4fb-321fbd2639f0,4,2024-04-14,3103.44
b8f74081-eeb3-4919-93e5-2edfdb250970,d714fdd2-b1fa-4eb0-9e82-eb506a68d5f4,2a0c17dd-6b1b-4d39-a855-2ed1e60c24c2,1,2024-05-07,1695.04
a12da3bd-9939-45c7-9a10-08379270b178,42e7114e-c6f5-488e-b8d1-f8858dfefca3,5a8c494c-4daa-4b64-9d67-63c891b7bc6b,2,2024-03-30,3956.58
c6f5e55c-7ad0-4d4b-8410-7e64f8c1eb8a,7462966f-7706-4d66-ae70-d02d5042a9a0,7804652e-20dc-4a47-b598-b6e226c3d650,5,2024-01-10,4640.38
f8039c3d-8fc4-411d-9668-f2287cbd1e71,9ead4612-5263-4441-af2d-0ec6b2f5faaf,8386b349-d5a8-48b4-9756-83ed3b7f82a8,3,2024-01-21,3870.95
257e8c26-3c86-4d88-a2f6-fb420b2c9803,58fdc2cc-382e-409f-bf32-0500124cac00,5ab0020d-d3e8-4dee-8e00-2903c582ad6e,4,2024-01-29,3085.9
8d4bd3ea-5db4-4ca2-9e76-0e70697823db,68180e98-0e90-481a-af74-72b9f5fe62fc,e03624de-6094-4768-8ead-603c0b00f7b1,5,2024-03-17,2888.6
3ef6dacf-e1eb-4391-bd7d-9f6278a48951,a0b3d4b7-7e3c-483f-b127-f1345d463d70,e49bdd40-b250-475b-9850-5df25449a47a,3,2024-02-02,676.16
ae7574a9-6215-4ec0-bffd-59c73c4ce92b,01d9da57-abe4-453f-92df-7e8d94667aed,b7cc7b6c-4539-45d2-8e17-dc802bfa8f4d,3,2024-01-20,2122.23
0d5da675-bd47-4384-8b54-aea1c0c4e0ce,c079e72f-94ce-4fd4-8048-9554376bf992,360956df-95ee-4da1-962f-57538bb4082c,1,2024-04-09,2067.18
9173d02f-314f-4ab4-948d-ad581b8f3c1d,fee6c358-7cef-4791-b8c7-3fb0dd215952,063f5e6d-14b5-42fa-aae4-aa705c41e696,5,2024-05-09,145.61
a900ddae-d0e8-42e3-89cd-0c58b16750c2,ebe41c09-fee2-4ef6-9993-3aa3c882c4bb,c83e786f-1b6b-44f7-bfd0-23655c0a12d6,3,2024-05-01,4977.4
4f2ba249-ce46-468a-bc21-85a728f4c0c9,44a53bf1-169e-4649-9ff5-7e1520ed9f90,eb4f9f43-5ba5-40d7-a81d-f57951d24910,5,2024-03-21,3699.44
22e79f87-7397-440c-9f27-ea5b7703e327,964faf9f-913d-4568-8583-3879e73a2ed9,497bba12-a825-4e24-8051-3208400a5856,4,2024-03-19,2857.56
9ec303ba-f28a-4ccb-a464-1acb479bc1ee,b6241280-9d9c-41e8-bd27-1fe057a677ac,71cf7a50-680f-4a88-a11c-58422f55c881,2,2024-02-13,1487.71
fdfad38b-f715-4cf1-a6e8-e5dd3eea33d6,f87f842b-855f-482c-8a64-02d11ff2ba52,fcc4e2bf-58cc-463c-938e-b026b68af74f,1,2024-04-15,581.17
823792be-4b80-44fb-a98a-e041a738b4b3,46bbc3d7-6c60-4230-bc44-a6adae0a4f68,313deec4-bb19-419b-80d6-07129fd2db50,5,2024-02-21,4106.22
7c55e3dc-1c6a-4c99-937a-acbe7f31b2b5,fd5eb343-94fc-4824-af2f-f728055643cf,67945d31-ff2f-4332-ac90-c3c9fc331e1d,2,2024-03-20,2943.88
17a5c597-388f-462f-af5a-c0439f2f1c5a,f7da6774-c232-4815-ae22-d30c90137298,a043f4b2-a870-45e2-a086-473a11739789,4,2024-01-31,2301.18
b22d4ad7-6ff1-4a1b-83c8-5149a6fad0ba,132de965-6cf8-4f72-9fa8-689a44c0f964,2a5cb863-ceec-42ca-b004-9b1014a28f4e,3,2024-03-06,3662.76
2c1de294-efe6-4afa-960b-41d9ac716027,4e2a5868-8dd7-4ec8-88b7-ff6fa39f6310,97206aee-cd51-491b-a703-5472a15139aa,5,2024-03-05,4931.16
7c91393b-cbb1-4dda-a211-f332f7f886bd,f547a3f8-799d-4a2e-a025-48f7388c2866,6068a84c-f3ea-4f35-9eb4-f890dea6b565,1,2024-01-04,3047.0
1712fc0f-a1dc-473b-a267-3cab92870cbc,e301b223-7324-4730-bf7c-322350da1fac,75a1141d-5a61-42ee-aec1-de8fc6d55910,2,2024-05-04,2492.28
64eda5d3-5b33-4a27-9671-8f02fdb54728,06c33fb8-a8e8-4327-895d-501b50b45048,257242f7-9dfa-4300-ad05-9e6aa55644c6,2,2024-03-30,3087.25
57a2ce05-bbfb-4cbb-9355-e3cff2d4eac5,90f54526-c3b5-4fff-90ea-9651b007369a,836f5c69-6a29-442b-b1a4-fe5fc117ac24,2,2024-02-15,271.29
b071f821-b5ff-474a-8d66-e6989c00d077,76e51284-81d1-4d3f-a6e5-320170bf09df,44ed64ed-84b5-4b66-ab42-335e2a1a5cd7,3,2024-04-15,2719.46
8293ab7b-a3da-4ee5-bac6-acd1df69a0de,1ca648b2-b688-49ab-8b27-1a19b4402d57,f585aac9-6797-4b0a-97d0-30f30e705559,4,2024-01-06,4283.86
8fa51909-da1c-4c71-a90f-f2ac0fc74e6f,4d8dc712-f3e4-4b9d-a673-790bea7742c5,8eb8c7f6-2d86-4587-a851-0bd490201e52,2,2024-04-05,4092.39
929b7c98-b3da-4c80-aa23-f12128a649dd,a8833959-fe56-40ce-a715-028e5acd7fe9,e0d24914-93f1-4af3-b53c-0dcc780dbc0e,5,2024-05-01,3006.95
9f8da412-65a4-4240-abce-4724dfc61f94,397a9b3e-2ee4-42f4-a4d0-8a842c4bc406,75c5cf9d-f1a3-4304-865e-abee19d00d8f,2,2024-03-08,4822.95
d63dca74-3214-44f3-9c8c-a8a22b42bc09,ef5bd7b0-2e9a-4a86-b5d1-d42537d8c382,de6b0ee7-8c37-4216-9673-b5b6d341249e,3,2024-02-09,4696.71
557dc306-d34b-4bb6-b0b5-28532f7e4d68,4b24c1bd-e20b-487b-9b80-63fec9224d86,55715364-684c-4955-8707-23056e38228e,2,2024-02-27,2339.14
82071021-4bec-44e0-980e-142485b165ce,9b4568d8-0caf-4ba8-b099-a05bf62f34e2,836f5c69-6a29-442b-b1a4-fe5fc117ac24,4,2024-04-22,3076.89
026b5790-c1dd-4fac-a4b6-4982f9ff8251,2b721188-9934-46df-b44f-f41a04fd3efe,f0f6e186-da11-45fa-8eb8-0d8a0b957937,1,2024-03-02,995.17
ea307825-2460-457d-a0e8-8b71bc223ade,4bad252f-be18-41a1-800e-cbe18bbaaeb9,34a508c9-b4bb-4fce-89db-9a52d0f4ffba,3,2024-04-05,4536.22
8db70b58-9379-47df-9439-eef90ce3de5a,163ef238-4c87-4972-9881-bd48c271c3df,55e121f6-44f2-43c9-9c8f-34cf5f20b40f,5,2024-02-19,3868.06
645dcd49-6a0a-43bf-a292-f2b3388e41fd,820008d9-2c04-47a0-a138-d346c45c66d4,8b482da3-b7b9-4331-8413-70a85c1d4c8e,3,2024-02-10,4880.38
515cec0c-f63a-4a41-9e06-36b0fcf42576,5df6ed42-474e-4eac-9bca-e91f3a155e4a,e62daef1-2e68-4a8a-99b4-66a2c542f4ff,5,2024-03-25,3842.82
4c576205-5dcd-4431-9f43-a7bfe25fd770,db946466-0077-4417-b4e0-f31c0ebd2d01,a9f4075d-bbff-4852-9a8b-36ff9cc51cd8,1,2024-01-27,1102.26
91c0ca8d-4a29-48e4-a52f-441ad7b07bd2,37918a4b-4017-426b-add9-ccf80fb73ad9,a5ca495c-b5d5-4104-9f2a-66b774f803cf,1,2024-02-14,1942.95
